% BSU Number ;% Gene_Name ;% number messenger  ;number protein;promoter_efficiency  (1/s);messenger degradation (1/s);rbs_eficiency (1/s);protein degradation (1/s)
BSU14260;mobA;2.8245;62.1657;0.01351;0.0047831;0.010883;0.00049444
BSU14270;moeB;2.6215;41.5258;0.015003;0.0057233;0.0078324;0.00049444
BSU14280;moeA;2.8451;142.0868;0.015488;0.0054438;0.024693;0.00049444
BSU14290;mobB;3.5714;281.9709;0.020582;0.0057629;0.039037;0.00049444
BSU14300;moaE;4.337;163.8576;0.023551;0.0054303;0.018681;0.00049444
BSU14310;moaD;1.4318;12.1129;0.0077618;0.0054211;0.004183;0.00049444
BSU14320;yknU;0.11346;0.35542;0.00059603;0.0052531;0.0015488;0.00049444
BSU14330;yknV;0.12645;14.6277;0.00055942;0.004424;0.057196;0.00049444
BSU14340;yknW;9.7022;640.4278;0.025813;0.0026606;0.032638;0.00049444
BSU14350;yknX;10.3834;191.1742;0.041646;0.0040108;0.0091035;0.00049444
BSU14360;yknY;7.3102;259.7877;0.021981;0.0030069;0.017572;0.00049444
BSU14370;yknZ;6.6626;63.0363;0.019351;0.0029044;0.0046781;0.00049444
BSU14380;fruR;0.36952;12.6661;0.0043385;0.011741;0.016948;0.00049444
BSU14390;fruK;0.37663;45.3036;0.0038386;0.010192;0.059474;0.00049444
BSU14400;fruA;0.36414;209.0377;0.0032669;0.0089718;0.28384;0.00049444
BSU14410;sipT;0.92312;271.205;0.012862;0.013933;0.14526;0.00049444
BSU14420;ykoA;0.35529;57.0007;0.01016;0.028598;0.079326;0.00049444
BSU14430;ykpA;8.3478;1689.333;0.059484;0.0071257;0.10006;0.00049444
BSU14440;ykpB;2.9116;136.5724;0.018433;0.006331;0.023192;0.00049444
BSU14450;ampS;4.1965;270.4595;0.019385;0.0046194;0.031867;0.00049444
BSU14460;ykpC;0.10159;3.8141;0.00063888;0.0062888;0.018563;0.00049444
BSU14470;mreBH;0.12905;0.66084;0.00054117;0.0041933;0.0025319;0.00049444
BSU14480;abh;2.7112;821.0945;0.0084703;0.0031242;0.14974;0.00049444
BSU14490;kinC;2.4109;456.6944;0.022148;0.0091866;0.093661;0.00049444
BSU14500;ykqA;3.2741;69.3609;0.028436;0.0086851;0.010475;0.00049444
BSU14510;ykqB;6.7126;1902.9718;0.056058;0.0083512;0.14017;0.00049444
BSU14520;adeC;2.545;618.0971;0.012265;0.0048191;0.12008;0.00049444
BSU14530;ykqC;31.8533;2490.8064;0.28045;0.0088045;0.038664;0.00049444
BSU14540;ykzG;25.3387;388.8129;0.17877;0.0070553;0.0075871;0.00049444
BSU14550;ykrA;2.6219;179.1855;0.011002;0.0041961;0.033791;0.00049444
BSU14560;ykrB;0.93779;308.331;0.0045774;0.004881;0.16257;0.00049444
BSU14570;ykyA;1.9105;99.2766;0.013816;0.0072319;0.025694;0.00049444
BSU14580;pdhA;35.8695;14640.215;0.1923;0.0053611;0.20181;0.00049444
BSU14590;pdhB;41.0207;18095.3539;0.20813;0.0050738;0.21811;0.00049444
BSU14600;pdhC;48.5056;20958.3953;0.17445;0.0035964;0.21364;0.00049444
BSU14610;pdhD;37.2195;16690.4587;0.10419;0.0027994;0.22173;0.00049444
BSU14620;slp;0.055304;2.144;0.0026785;0.048432;0.019169;0.00049444
BSU14630;speA;1.2317;206.127;0.022556;0.018313;0.082745;0.00049444
BSU14640;yktA;2.7431;337.0645;0.0054714;0.0019946;0.060755;0.00049444
BSU14650;yktB;2.0773;244.3154;0.0077086;0.0037108;0.058152;0.00049444
BSU14660;ykzI;0.57601;154.05;0.006845;0.011883;0.13224;0.00049444
BSU14670;yktC;1.834;94.1543;0.020058;0.010937;0.025384;0.00049444
BSU14680;ykzC;0.84361;33.3035;0.0082397;0.0097672;0.019519;0.00049444
BSU14690;yktD;0.53501;49.2053;0.0047404;0.0088604;0.045474;0.00049444
BSU14700;nprE;1.0178;34.2169;0.0050206;0.0049329;0.016623;0.00049444
BSU14710;ylaA;0.159;16.4077;0.0013353;0.0083979;0.051023;0.00049444
BSU14720;ylaB;0.10503;3.5555;0.00024756;0.0023571;0.016739;0.00049444
BSU14730;ylaC;0.33528;22.1359;0.0024233;0.0072278;0.032644;0.00049444
BSU14740;ylaD;0.14133;44.3273;0.00094842;0.0067108;0.15508;0.00049444
BSU14750;ylaE;1.2312;92.4983;0.017053;0.013851;0.037148;0.00049444
BSU14760;ylaF;14.9919;386.3761;0.070261;0.0046866;0.012743;0.00049444
BSU14770;ylaG;8.138;2177.7562;0.08141;0.010004;0.13231;0.00049444
BSU14780;ylaH;1.8398;72.2824;0.014355;0.0078024;0.019425;0.00049444
BSU14790;ylaI;4.7209;530.7058;0.02372;0.0050245;0.055583;0.00049444
BSU14800;ylaJ;0.044832;0.1204;0.00028558;0.0063702;0.0013278;0.00049444
BSU14810;ylaK;0.49751;6.0818;0.00071843;0.0014441;0.0060444;0.00049444
BSU14820;ylaL;5.5596;85.8428;0.0087991;0.0015827;0.0076345;0.00049444
BSU14830;ylaM;0.20451;17.1986;0.0022525;0.011014;0.041582;0.00049444
BSU14840;ylaN;2.2947;407.3961;0.036444;0.015882;0.087784;0.00049444
BSU14850;ftsW;4.3889;193.1476;0.082089;0.018704;0.021759;0.00049444
BSU14860;pycA;18.932;1209.7455;0.1198;0.006328;0.031595;0.00049444
BSU14870;ctaA;1.3308;60.3774;0.01078;0.0081003;0.022433;0.00049444
BSU14880;ctaB;1.8759;356.2121;0.025552;0.013622;0.093891;0.00049444
BSU14890;ctaC;1.5977;437.9068;0.016341;0.010228;0.13552;0.00049444
BSU14900;ctaD;1.0958;44.947;0.0085274;0.0077816;0.02028;0.00049444
BSU14910;ctaE;0.6201;12.0383;0.0031842;0.005135;0.0095988;0.00049444
BSU14920;ctaF;0.56441;80.8262;0.0044318;0.0078521;0.070807;0.00049444
BSU14930;ctaG;0.42382;27.0779;0.0019049;0.0044946;0.03159;0.00049444
BSU14940;ylbA;2.3539;74.7998;0.018087;0.0076837;0.015712;0.00049444
BSU14950;ylbB;2.0772;173.8247;0.069944;0.033673;0.041377;0.00049444
BSU14960;ylbC;1.1912;585.6217;0.025986;0.021815;0.24308;0.00049444
BSU14970;ylbD;0.11958;4.456;0.0015872;0.013273;0.018424;0.00049444
BSU14980;ylbE;0.060206;7.6183;0.00086127;0.014305;0.062566;0.00049444
BSU14990;ylbF;2.979;75.1006;0.034561;0.011601;0.012465;0.00049444
BSU15000;ylbG;1.8849;27.6387;0.019769;0.010488;0.0072503;0.00049444
BSU15010;ylbH;5.683;240.0251;0.05011;0.0088175;0.020883;0.00049444
BSU15020;ylbI;4.37;409.7256;0.03518;0.0080502;0.046358;0.00049444
BSU15030;ylbJ;0.012154;0.21667;9.3675e-05;0.0077075;0.0088145;0.00049444
BSU15040;ylbK;1.6634;51.9514;0.015622;0.0093913;0.015442;0.00049444
BSU15050;ylbL;1.4764;68.5195;0.012618;0.0085459;0.022946;0.00049444
BSU15060;ylbM;0.60117;4.2955;0.0093652;0.015578;0.0035329;0.00049444
BSU15070;ylbN;9.4422;559.1073;0.04625;0.0048983;0.029278;0.00049444
BSU15080;rpmF;12.2085;22.5644;0.023313;0.0019096;0.00091386;0.00049444
BSU15090;ylbO;0.23434;152.157;0.00082;0.0034992;0.32104;0.00049444
BSU15100;ylbP;1.5594;102.957;0.013208;0.00847;0.032644;0.00049444
BSU15110;ylbQ;1.887;17.6606;0.02745;0.014547;0.0046276;0.00049444
BSU15120;yllA;2.1202;185.2708;0.021539;0.010159;0.043206;0.00049444
BSU15130;yllB;20.8495;33.3111;0.27528;0.013203;0.00078997;0.00049444
BSU15140;ylxA;19.1647;559.4156;0.22383;0.011679;0.014433;0.00049444
BSU15150;ftsL;10.976;45.2491;0.12381;0.01128;0.0020384;0.00049444
BSU15160;pbpB;8.7414;469.1285;0.097236;0.011124;0.026536;0.00049444
BSU15170;spoVD;0.17626;3.0155;0.0013373;0.0075869;0.0084589;0.00049444
BSU15180;murE;8.5801;745.3095;0.091332;0.010645;0.04295;0.00049444
BSU15190;mraY;11.1787;489.4374;0.11044;0.0098797;0.021648;0.00049444
BSU15200;murD;8.6;687.973;0.086671;0.010078;0.039554;0.00049444
BSU15210;spoVE;3.9708;326.9611;0.045969;0.011577;0.040713;0.00049444
BSU15220;murG;3.2044;409.1237;0.0276;0.0086134;0.063129;0.00049444
BSU15230;murB;4.3625;1657.5566;0.027528;0.00631;0.18787;0.00049444
BSU15240;divIB;3.7891;45.3172;0.028785;0.0075969;0.0059135;0.00049444
BSU15250;ylxW;4.8334;227.8937;0.035051;0.0072519;0.023313;0.00049444
BSU15260;ylxX;4.3834;119.431;0.031088;0.0070922;0.013472;0.00049444
BSU15270;sbp;5.726;171.7731;0.036514;0.0063769;0.014833;0.00049444
BSU15280;ftsA;18.0413;221.9412;0.12615;0.0069923;0.0060826;0.00049444
BSU15290;ftsZ;23.4797;1711.5869;0.17647;0.0075158;0.036043;0.00049444
BSU15300;bpr;0.53692;46.807;0.0028163;0.0052454;0.043104;0.00049444
BSU15310;spoIIGA;0.14316;1.9666;0.00032279;0.0022548;0.0067924;0.00049444
BSU15320;sigE;0.2914;17.0765;0.00050956;0.0017486;0.028975;0.00049444
BSU15330;sigG;0.1007;0.1239;0.0006141;0.0060983;0.00060835;0.00049444
BSU15340;ylmA;2.6806;197.2795;0.01409;0.0052565;0.036389;0.00049444
BSU15350;ylmB;3.623;227.8066;0.016176;0.0044649;0.03109;0.00049444
BSU15360;ylmC;3.7782;352.1253;0.017897;0.004737;0.046082;0.00049444
BSU15370;ylmD;9.9437;207.8734;0.090263;0.0090774;0.010336;0.00049444
BSU15380;ylmE;11.1386;257.0529;0.092084;0.0082671;0.011411;0.00049444
BSU15390;ylmF;9.9239;1325.0398;0.072262;0.0072816;0.066018;0.00049444
BSU15400;ylmG;4.8117;947.9477;0.035733;0.0074264;0.09741;0.00049444
BSU15410;ylmH;5.575;611.6525;0.040139;0.0071999;0.054247;0.00049444
BSU15420;divIVA;4.6213;719.4704;0.030263;0.0065486;0.076978;0.00049444
BSU15430;ileS;6.0476;2744.6752;0.046015;0.0076088;0.2244;0.00049444
BSU15440;ylyA;0.1343;135.4162;0.000704;0.0052419;0.49854;0.00049444
BSU15450;lspA;3.79;656.6388;0.039034;0.010299;0.085665;0.00049444
BSU15460;ylyB;5.2749;419.9171;0.054143;0.010264;0.039361;0.00049444
BSU15470;pyrR;4.9552;757.2206;0.097547;0.019686;0.075557;0.00049444
BSU15480;pyrP;3.8354;65.6261;0.043404;0.011317;0.0084604;0.00049444
BSU15490;pyrB;10.9993;556.7574;0.10664;0.0096953;0.025028;0.00049444
BSU15500;pyrC;14.8913;3229.3797;0.12256;0.0082303;0.10723;0.00049444
BSU15510;pyrAA;18.3867;3782.8587;0.13961;0.0075929;0.10173;0.00049444
BSU15520;pyrAB;20.3717;4202.7334;0.13888;0.0068173;0.10201;0.00049444
BSU15530;pyrK;15.0556;631.192;0.073752;0.0048987;0.020729;0.00049444
BSU15540;pyrD;22.275;1022.5848;0.10525;0.0047248;0.022699;0.00049444
BSU15550;pyrF;12.4096;1249.8962;0.058439;0.0047092;0.0498;0.00049444
BSU15560;pyrE;10.4295;1902.4819;0.040785;0.0039105;0.090193;0.00049444
BSU15570;cysH;28.5505;274.5604;0.19483;0.0068239;0.0047549;0.00049444
BSU15580;cysP;43.9885;1302.6816;0.26926;0.006121;0.014643;0.00049444
BSU15590;sat;44.2714;1487.329;0.25079;0.0056648;0.016611;0.00049444
BSU15600;cysC;40.6051;442.043;0.20269;0.0049917;0.0053827;0.00049444
BSU15610;ylnD;42.8427;5499.7687;0.21687;0.0050619;0.063472;0.00049444
BSU15620;ylnE;30.6209;625.1295;0.14504;0.0047366;0.010094;0.00049444
BSU15630;ylnF;17.2637;73708.1964;0.067385;0.0039033;2.111;0.00049444
BSU15640;yloA;2.0258;119.6714;0.022442;0.011078;0.029208;0.00049444
BSU15650;yloB;0.33532;15.2274;0.0011141;0.0033226;0.022454;0.00049444
BSU15660;yloC;7.3374;113.924;0.13096;0.017849;0.0076769;0.00049444
BSU15670;ylzA;16.6091;190.624;0.16704;0.010057;0.0056748;0.00049444
BSU15680;gmk;12.485;562.4247;0.12123;0.0097099;0.022274;0.00049444
BSU15690;yloH;15.2819;446.2801;0.14409;0.0094289;0.014439;0.00049444
BSU15700;yloI;2.9243;78.6581;0.025298;0.008651;0.0133;0.00049444
BSU15710;priA;2.3649;320.7228;0.02115;0.0089434;0.067056;0.00049444
BSU15720;def;5.3449;143.1842;0.050533;0.0094544;0.013246;0.00049444
BSU15730;fmt;6.1493;574.5317;0.055464;0.0090196;0.046196;0.00049444
BSU15740;yloM;8.1865;103.4666;0.073547;0.008984;0.0062492;0.00049444
BSU15750;yloN;10.1746;373.7513;0.080325;0.0078947;0.018163;0.00049444
BSU15760;prpC;8.8964;137.1972;0.065576;0.0073711;0.0076252;0.00049444
BSU15770;prkC;13.7585;55.8133;0.098949;0.0071918;0.0020058;0.00049444
BSU15780;yloQ;5.4073;71.461;0.034705;0.0064181;0.0065344;0.00049444
BSU15790;rpe;3.149;152.428;0.017363;0.0055137;0.023934;0.00049444
BSU15800;yloS;1.9741;4871.1041;0.010005;0.005068;1.22;0.00049444
BSU15810;spoVM;1.4163;3.8995;0.0069887;0.0049345;0.0013614;0.00049444
BSU15820;rpmB;2.2877;50.3258;0.0043748;0.0019123;0.010877;0.00049444
BSU15830;yloU;9.008;512.326;0.032365;0.0035929;0.028121;0.00049444
BSU15840;yloV;7.7014;947.6014;0.031951;0.0041487;0.060838;0.00049444
BSU15850;sdaAB;2.4342;215.8896;0.010866;0.004464;0.043853;0.00049444
BSU15860;sdaAA;2.4485;375.4564;0.01262;0.0051541;0.07582;0.00049444
BSU15870;recG;2.3961;221.2612;0.013541;0.0056514;0.045658;0.00049444
BSU15880;ylpC;14.602;397.8445;0.10237;0.0070109;0.013472;0.00049444
BSU15890;plsX;12.352;384.7395;0.093412;0.0075624;0.015401;0.00049444
BSU15900;fabD;15.6076;4005.13;0.10993;0.0070435;0.12688;0.00049444
BSU15910;fabG;12.4815;2483.5946;0.086828;0.0069565;0.098386;0.00049444
BSU15920;acpA;13.2078;17321.3817;0.033529;0.0025386;0.64844;0.00049444
BSU15930;rnc;5.3335;4412.897;0.038095;0.0071425;0.4091;0.00049444
BSU15940;smc;5.8496;330.8603;0.036097;0.0061709;0.027966;0.00049444
BSU15950;ftsY;4.3817;364.8483;0.023532;0.0053705;0.04117;0.00049444
BSU15960;ylqB;21.9619;3860.5112;0.031714;0.0014441;0.086914;0.00049444
BSU15970;ylxM;19.6165;1031.9498;0.24154;0.012313;0.026011;0.00049444
BSU15980;ffh;16.8437;353.1846;0.19774;0.01174;0.010368;0.00049444
BSU15990;rpsP;8.7626;15952.7057;0.012654;0.0014441;0.90016;0.00049444
BSU16000;ylqC;4.0083;145.2909;0.0057882;0.0014441;0.017922;0.00049444
BSU16010;ylqD;6.3571;117.6637;0.034992;0.0055044;0.0091516;0.00049444
BSU16020;rimM;6.039;443.0656;0.032094;0.0053145;0.036276;0.00049444
BSU16030;trmD;5.3095;235.6536;0.028782;0.0054207;0.021945;0.00049444
BSU16040;rplS;58.9605;13972.8437;0.085142;0.0014441;0.11718;0.00049444
BSU16050;ylqF;2.1132;410.5596;0.01644;0.0077796;0.096062;0.00049444
BSU16060;rnhB;4.1013;62.1551;0.036211;0.0088292;0.0074933;0.00049444
BSU16070;ylqG;3.6585;3027.0392;0.027997;0.0076524;0.4091;0.00049444
BSU16080;ylqH;1.8844;1.3683;0.01348;0.0071533;0.00035902;0.00049444
BSU16090;sucC;49.3143;1345.6264;0.071213;0.0014441;0.013492;0.00049444
BSU16100;sucD;28.865;1323.9858;0.22075;0.0076477;0.022679;0.00049444
BSU16110;smf;4.9349;331.6111;0.14967;0.030329;0.033225;0.00049444
BSU16120;topA;6.1662;393.4869;0.097684;0.015842;0.031552;0.00049444
BSU16130;gid;6.0889;732.2541;0.077333;0.012701;0.059463;0.00049444
BSU16140;codV;8.1328;260.2699;0.088621;0.010897;0.015823;0.00049444
BSU16150;clpQ;14.1684;628.837;0.1319;0.0093093;0.021945;0.00049444
BSU16160;clpY;10.9018;686.4732;0.095398;0.0087506;0.031134;0.00049444
BSU16170;codY;4.3839;2147.2823;0.035767;0.0081587;0.24218;0.00049444
BSU16180;flgB;7.6018;122.7033;0.07497;0.0098622;0.007981;0.00049444
BSU16190;flgC;12.923;34.9863;0.13784;0.010667;0.0013386;0.00049444
BSU16200;fliE;11.3788;96.2659;0.099959;0.0087847;0.004183;0.00049444
BSU16210;fliF;12.3285;134.8942;0.11516;0.0093405;0.00541;0.00049444
BSU16220;fliG;15.5726;95.9288;0.13615;0.0087431;0.0030458;0.00049444
BSU16230;fliH;11.1545;9808.5933;0.093571;0.0083886;0.43478;0.00049444
BSU16240;fliI;15.6992;253.0086;0.14745;0.0093919;0.0079685;0.00049444
BSU16250;fliJ;11.3258;170.558;0.090391;0.007981;0.007446;0.00049444
BSU16260;ylxF;12.4226;189.8864;0.099207;0.007986;0.0075579;0.00049444
BSU16270;fliK;12.8629;989.9566;0.090462;0.0070328;0.038054;0.00049444
BSU16280;ylxG;18.0329;319.3892;0.14381;0.0079748;0.0087574;0.00049444
BSU16290;flgE;25.6992;832.6647;0.15948;0.0062056;0.01602;0.00049444
BSU16300;fliL;12.554;673.8137;0.063584;0.0050648;0.026538;0.00049444
BSU16310;fliM;14.7188;2199.3316;0.061525;0.00418;0.073882;0.00049444
BSU16320;fliY;20.5713;638.091;0.07147;0.0034742;0.015337;0.00049444
BSU16330;cheY;15.2269;535.1202;0.060694;0.003986;0.017376;0.00049444
BSU16340;fliZ;19.609;923.9777;0.080619;0.0041113;0.023298;0.00049444
BSU16350;fliP;18.5772;1206.2996;0.071747;0.0038621;0.032106;0.00049444
BSU16360;fliQ;9.1914;1762.946;0.042354;0.004608;0.094836;0.00049444
BSU16370;fliR;10.1116;111.7608;0.045146;0.0044648;0.0054649;0.00049444
BSU16380;flhB;9.9474;746.2037;0.041843;0.0042064;0.037091;0.00049444
BSU16390;flhA;13.9209;1564.9225;0.060275;0.0043298;0.055583;0.00049444
BSU16400;flhF;11.5216;40.1084;0.050871;0.0044153;0.0017212;0.00049444
BSU16410;ylxH;9.8432;191.7597;0.042991;0.0043675;0.0096325;0.00049444
BSU16420;cheB;10.9885;46.6691;0.043184;0.0039299;0.0021;0.00049444
BSU16430;cheA;11.753;333.2978;0.041472;0.0035286;0.014022;0.00049444
BSU16440;cheW;12.4464;333.9753;0.032399;0.002603;0.013267;0.00049444
BSU16450;cheC;12.1239;1507.8826;0.035625;0.0029384;0.061495;0.00049444
BSU16460;cheD;15.5776;306.9638;0.022495;0.0014441;0.0097433;0.00049444
BSU16470;sigD;10.6841;63.1331;0.015428;0.0014441;0.0029217;0.00049444
BSU16480;ylxL;8.1447;973.2185;0.011761;0.0014441;0.059081;0.00049444
BSU16490;rpsB;17.0893;23830.739;0.042519;0.0024881;0.68949;0.00049444
BSU16500;tsf;13.3252;25782.2513;0.045412;0.003408;0.95668;0.00049444
BSU16510;pyrH;18.3845;1552.0771;0.067766;0.003686;0.041742;0.00049444
BSU16520;frr;7.3285;10113.2889;0.023888;0.0032596;0.68233;0.00049444
BSU16530;uppS;6.8687;415.7202;0.030469;0.0044359;0.029926;0.00049444
BSU16540;cdsA;6.3225;511.7474;0.028677;0.0045357;0.040021;0.00049444
BSU16550;dxr;11.5556;515.3467;0.051632;0.0044681;0.022051;0.00049444
BSU16560;yluC;15.8417;131.5751;0.065119;0.0041106;0.0041067;0.00049444
BSU16570;proS;10.0916;1284.8473;0.04065;0.0040281;0.062952;0.00049444
BSU16580;polC;5.2964;2740.7226;0.018771;0.0035441;0.25586;0.00049444
BSU16590;ylxS;35.9969;533.7494;0.10514;0.0029207;0.0073314;0.00049444
BSU16600;nusA;23.3807;1956.4397;0.091976;0.0039338;0.041374;0.00049444
BSU16610;ylxR;35.4051;120587.3338;0.13015;0.0036761;1.684;0.00049444
BSU16620;ylxQ;40.6334;894.3765;0.14813;0.0036456;0.010883;0.00049444
BSU16630;infB;14.0386;2107.2453;0.051196;0.0036468;0.074218;0.00049444
BSU16640;ylxP;8.1985;95.6872;0.024636;0.0030049;0.0057708;0.00049444
BSU16650;rbfA;2.3141;447.9895;0.0074829;0.0032336;0.095721;0.00049444
BSU16660;truB;3.1802;111.978;0.010558;0.0033199;0.01741;0.00049444
BSU16670;ribC;3.9562;192.1806;0.021857;0.0055248;0.024019;0.00049444
BSU16680;rpsO;12.5186;6117.6938;0.040093;0.0032026;0.24163;0.00049444
BSU16690;pnpA;15.6995;3763.6666;0.16174;0.010302;0.11853;0.00049444
BSU16700;ylxY;5.8805;271.2536;0.053288;0.0090619;0.022808;0.00049444
BSU16710;mlpA;2.7484;985.2744;0.025265;0.0091927;0.17726;0.00049444
BSU16720;ymxH;0.2384;14.8247;0.00034427;0.0014441;0.030746;0.00049444
BSU16730;spoVFA;0.030476;0.49892;0.00019344;0.0063473;0.0080946;0.00049444
BSU16740;spoVFB;0.085825;2.4359;0.00053078;0.0061845;0.014033;0.00049444
BSU16750;asd;21.9996;3868.8456;0.12117;0.005508;0.086953;0.00049444
BSU16760;dapG;15.1717;783.2099;0.097707;0.0064401;0.025525;0.00049444
BSU16770;dapA;17.137;299.8297;0.077873;0.0045442;0.0086508;0.00049444
BSU16780;ymfA;15.0754;1375.7829;0.1028;0.006819;0.045123;0.00049444
BSU16790;tepA;0.23663;63.2852;0.0016501;0.0069731;0.13224;0.00049444
BSU16800;spoIIIE;3.1787;46.9398;0.078958;0.024839;0.0073014;0.00049444
BSU16810;ymfC;3.0995;11855.5333;0.051065;0.016475;1.8912;0.00049444
BSU16820;ymfD;0.1288;22.2193;0.0010451;0.0081143;0.085298;0.00049444
BSU16830;ymfE;0.23344;16.0526;0.0014572;0.0062424;0.034;0.00049444
BSU16840;ymfF;3.5164;406.7698;0.016985;0.0048301;0.057196;0.00049444
BSU16850;ymfG;5.5257;3501.9563;0.029037;0.0052549;0.31336;0.00049444
BSU16860;ymfH;3.0278;217.6898;0.013777;0.00455;0.035549;0.00049444
BSU16870;ymfI;0.43639;62.6674;0.002157;0.0049428;0.071004;0.00049444
BSU16880;ymfJ;0.28852;126.7039;0.00099998;0.0034658;0.21713;0.00049444
BSU16890;ymfK;1.4402;48.3173;0.031712;0.022019;0.016588;0.00049444
BSU16900;ymfL;3.1113;24.1044;0.064454;0.020716;0.0038306;0.00049444
BSU16910;ymfM;3.6728;301.1421;0.055846;0.015205;0.04054;0.00049444
BSU16920;pgsA;5.387;89.8026;0.058309;0.010824;0.0082425;0.00049444
BSU16930;cinA;6.3398;251.5566;0.065457;0.010325;0.019619;0.00049444
BSU16940;recA;9.9805;534.5481;0.065819;0.0065947;0.026482;0.00049444
BSU16950;pbpX;2.7607;42.9962;0.012409;0.0044947;0.0077006;0.00049444
BSU16960;ymdA;27.5353;432.9117;0.083447;0.0030305;0.0077737;0.00049444
BSU16970;ymdB;3.3058;268.2964;0.013569;0.0041046;0.040128;0.00049444
BSU16980;spoVS;3.3226;122.0759;0.013633;0.004103;0.018166;0.00049444
BSU16990;tdh;0.51555;95.6305;0.00475;0.0092136;0.091716;0.00049444
BSU17000;kbl;0.37741;30.4909;0.0018986;0.0050306;0.039946;0.00049444
BSU17010;ymcB;5.2286;900.575;0.022835;0.0043673;0.085163;0.00049444
BSU17020;ymcA;2.3706;188.0311;0.008331;0.0035142;0.039218;0.00049444
BSU17030;cotE;0.26775;24.4278;0.00089292;0.0033349;0.04511;0.00049444
BSU17040;mutS;2.0553;155.2538;0.028877;0.01405;0.037349;0.00049444
BSU17050;mutL;2.9503;1915.6308;0.029797;0.0101;0.32104;0.00049444
BSU17060;ymzD;0.88372;34.5954;0.025866;0.029269;0.019356;0.00049444
BSU17070;ymcC;0.12263;30.0534;0.00083118;0.0067782;0.12118;0.00049444
BSU17080;pksA;0.53858;21.1592;0.0063301;0.011753;0.019425;0.00049444
BSU17090;pksB;0.82717;74.1429;0.031359;0.037911;0.044319;0.00049444
BSU17100;pksC;2.9027;188.1349;0.15386;0.053005;0.032047;0.00049444
BSU17110;pksD;1.1192;7.8443;0.036693;0.032784;0.0034654;0.00049444
BSU17120;pksE;2.4513;111.8367;0.092617;0.037783;0.022559;0.00049444
BSU17130;acpK;0.74342;52.1138;0.0023835;0.0032062;0.034661;0.00049444
BSU17140;pksF;0.82315;11.3372;0.008701;0.01057;0.00681;0.00049444
BSU17150;pksG;0.9126;21.6024;0.0072609;0.0079563;0.011704;0.00049444
BSU17160;pksH;0.88638;12.5104;0.0058278;0.0065749;0.0069786;0.00049444
BSU17170;pksI;1.0837;156.5944;0.002959;0.0027305;0.071448;0.00049444
BSU17180;pksJ;1.1705;2.2592;0.0027096;0.002315;0.00095437;0.00049444
BSU17190;pksL;1.3333;168.7127;0.0019253;0.0014441;0.062566;0.00049444
BSU17200;pksM;1.1957;42.0999;0.0017266;0.0014441;0.01741;0.00049444
BSU17210;pksN;1.1619;167.5322;0.0016779;0.0014441;0.071293;0.00049444
BSU17220;pksR;1.2681;13.6449;0.0018312;0.0014441;0.0053203;0.00049444
BSU17230;pksS;4.7502;177.9401;0.056132;0.011817;0.018522;0.00049444
BSU17240;ymzB;0.39103;1.6781;0.00056467;0.0014441;0.0021218;0.00049444
BSU17250;ymaE;0.84579;25.2907;0.001336;0.0015796;0.014785;0.00049444
BSU17260;aprX;0.042183;8.5891;0.0003566;0.0084537;0.10068;0.00049444
BSU17270;ymaC;0.4611;8.9516;0.013133;0.028482;0.0095988;0.00049444
BSU17280;ymaD;0.433;28.1367;0.0011215;0.00259;0.032129;0.00049444
BSU17290;ebrB;0.1212;2.9529;0.0025632;0.021149;0.012047;0.00049444
BSU17300;ebrA;0.086841;0.82453;0.0035179;0.04051;0.0046946;0.00049444
BSU17310;ymaG;0.028475;7.3279;0.00010417;0.0036584;0.12724;0.00049444
BSU17320;ymaF;0.063259;0.65962;0.00011463;0.001812;0.0051557;0.00049444
BSU17330;miaA;0.50496;22.3368;0.0075561;0.014964;0.021872;0.00049444
BSU17340;ymaH;2.1435;70.6827;0.022036;0.010281;0.016305;0.00049444
BSU17350;ymzC;0.69583;16.9373;0.0058932;0.0084693;0.012035;0.00049444
BSU17360;ymzA;1.3545;7.9896;0.017403;0.012849;0.0029166;0.00049444
BSU17370;ymaA;8.274;299.8039;0.073465;0.0088791;0.017916;0.00049444
BSU17380;nrdE;12.086;649.7856;0.098157;0.0081215;0.026583;0.00049444
BSU17390;nrdF;3.4802;538.9414;0.025619;0.0073615;0.07657;0.00049444
BSU17400;ymaB;2.0595;4.873;0.01613;0.007832;0.0011699;0.00049444
BSU17410;cwlC;0.10003;13.5655;0.0010286;0.010283;0.067056;0.00049444
BSU17420;spoVK;0.14029;91.1563;0.0011235;0.0080083;0.32127;0.00049444
BSU17430;ynbA;4.3118;160.6706;0.034265;0.0079467;0.018424;0.00049444
BSU17440;ynbB;2.4431;103.8771;0.018583;0.0076063;0.021023;0.00049444
BSU17450;glnR;8.1722;156.5084;0.075273;0.0092109;0.0094693;0.00049444
BSU17460;glnA;31.0164;6120.0034;0.087335;0.0028158;0.097561;0.00049444
